story_id,title,country,state,category,story
754,Grandma Appearing as a Comforting Glowing Face,United States,Michigan,Family / Friends Visits,"About a month or so after my grandmother passed away, and about 4 or 5 months before my grandfather passed, everyone was going through my grandma's stuff, and giving it to each person in the family. I got her old bed to put in my bedroom as a guest bed. One night, my friend was staying the night, and my sister came into my room, and we had like a little party, there was a thick cover thing on my grandma's bed, that she always had on it, and since my sister and my friend were both going to sleep in my room, I let my sister sleep on my bed, my friend sleep in my grandma's old bed, and I slept on the floor on the thick cover that once belonged to my grandmother. As I started to fall asleep, I was re-awakened by a bright light in my face, so I opened my eyes really quick to see a glowing face that disappeared about a second after I opened my eyes. I realized right away that it was the face of my grandmother.

The next night my friend stayed another night, so my sister slept in my room as well, so once again we slept in all the same places, and this night, I was hoping to see my grandmother again, because when I had seen her the night before, I became overwhelmed with a since of safety, almost as if I knew she was there to make sure nothing bad happened to me.

I had forgotten to take my glasses off that night, and I started to fall asleep, kind of disappointed that I didn't see her, then all of a sudden I saw the bright light again, but this time it seemed a bit dimmer, I'm not sure if it was because I was really tired or what... But my eyes were so heavy that it took me a little while to open my eyes, just before I opened my eyes happily to see my grandmother again, I felt my glasses get pushed back onto my face, because they had been sliding off my face, when I opened my eyes all I saw was her glowing hand moving away from my face.

For the next few months I felt happy, and like nothing could go wrong, because when my grandmother passed away it felt as if a bit of my heart had been torn out, so knowing that she was still there, and keeping me safe made me happy.

About 4 or 5 months later my grandfather passed away, and yes I was sad to know that he was gone, but it also gave me a good feeling to know that he was reunited with my grandmother, he was wanted to pass away because he missed her very much, after he left to go be with her, I haven't seen either of them since.

My beliefs:

I believe that when one person of a couple dies, they don't go the the next world yet, they kind of get caught in between worlds until the other person passes away to be with them, then they can both cross over together.

Well thank you for reading this, and feel free to comment, and feel free to tell me your beliefs.

Tricia"
756,My Aunt's House,United States,Wisconsin,Poltergeists / Physical Manifestations,"I had previously posted a story on here but this one I recently remembered. This happened when I was about 9-13... I am 16 now. Me and my cousin Amber had always been very close. She lived in a 2 story house (she's 21 now and moved out when she was 18). I stayed over at her house a lot when she still lived with her parents. The upstairs of that house is freaky, especially Amber's room. I could hear breathing sometimes when I was alone up there and always feeling watched.

One time when I woke up in the middle of the night when I was staying there, I swear I saw someone standing by me (amber was sleeping next to me). Amber had the same experiences and so did everyone else in that house. I was always scared to go up there alone and I still am, but one time I had to go up there to grab some clothes Amber gave me, and as I was walking down the stairs her door slammed! I stared to cry and fell down the rest of the stairs trying to get down stairs as fast as possible (I was the only one upstairs when this happened).

Another time I was alone in the house babysitting Amber's younger brother Hayden, when the ice on the fridge door just started to come out. Then, at about 11pm, I heard the upstairs door slam. Hayden was scared because of all the noise so I called my dad to come pick me and my cousin Hayden up. My aunt and uncle and cousin Hayden still live there but Hayden refuses to go upstairs or sleep in his upstairs bedroom (he's about 9 now), but he never slept up there alone.

As for me, I make sure I'm never alone in that house... Especially upstairs. Did I mention Amber played with an Ouija board upstairs in her room? She told me that after she played with it, she had a dream of a girl that used to live there drowned in the bathtub. And every time she tried to put it away in her closet, the next day it would be on her bedroom floor out of the box and everything."
757,The Burly Man in my House,United States,Nebraska,Haunted Places,"I have lived in the same house for about 15 years now and ever since I was young, my sister and I have encountered some strange experiences. I will share some that happened to me. The first time I became aware that the spirit was in my house I was 9 or 10. I had a friend over to spend the night and we were in the basement. I went upstairs for a reason I can no longer recall and on my return down the stairs, I fell. It was only about 6 stairs that I actually fell down, but I remember distinctly feeling hands on my back and a forceful push. As I lay at the bottom of the stairs, I looked back up to see if my sister or some had pushed me. I saw a figure, it wasn't exactly opaque nor did it have shape. It just seemed that in this area, the background looked less sharp, blurry. My friend came around the corner to see if I was okay. When I looked back to see the figure, it had disappeared.

The next experience happened a few weeks after being pushed down the stairs. I was home alone, and I went to the garage to get a soda. I walked into the garage and heard a strange noise coming from the attic. I listened carefully and decided that they had to be foot steps because the noise would move about in the attic. Curious I called out ""Hello?"" and then it stop suddenly for about a second. Then in what sounded like a burst of energy (or rage), the noise trampled towards the attic door. I ran back into the house and out the front door and refused to go home until someone else was there.

It wasn't until recently that the being in my house adopted a visual self (or maybe it was the first time I noticed). He is huge, if he were real he'd be 6'6 6'7, and 250 to 300 lbs. His body and face are all the same color, paper white and he has a full head of jet black hair. The first time I noticed him in this form was last summer, I came home from a late night of partying. While I fumbled with my keys to let myself in, something huge and white came and stood right in front of the door on the inside of the house, so I could see him in the sidelight windows. I screamed! I told him to leave me alone, and he slide off the opposite way he came. I rushed in my house and locked my bedroom door (like it would do some good).

He really likes to mess with people, especially me. He likes to steal things and move them. He really likes to inhabit electronics. One night, I had some friends over to the house and we were in the basement. We kept hearing loud thuds upstairs. I was a little scared, but I assumed that it was just a cat, only all the cats were out. I asked my friend Cody to please come investigate with me and he agreed. We went to the first floor and found nothing strange, so we proceeded to the second floor. We heard an alarm clock going off in my parent's room (it was around 9 at night, no reason for an alarm to have been set). What makes it really weird is that it was my mom's clock and it was doing the alarm beeps, but my mom only wakes up to the radio and her clock it set for that. We both thought it was really odd. I turned it off and went back to the basement. Later, after my friends had left, I was cleaning on the first floor, and out of the corner of my eyes, I saw him move across the hallway and he went through the door and out into the garage. I notice that on the closet door in the hallway, there was a coat hanger, and it was swing wildly. I called my friends and had them pick me up.

There has been many more experiences in my house, and I'm still not sure if the man is evil and there to hurt me or if he just likes to play jokes and scare me. Either way I ask him on a regular basis to leave me alone, sometimes it works, sometimes not..."
758,Ghostly Resort,United States,California,Haunted Places,"I worked on this resort as an operations manager and as a security supervisor from 05/03 to 06/05 . In this period I, and many other employees, encountered many strange happenings such as... Lights being turned off just to be turned on again. The sounds of a party in progress in a suite and just as we open the door it all stops, receiving phone calls from rooms that are supposed to be empty, the silhouette of a person's body on a bed in a room that is supposed to be empty. In the outer health club, you can hear someone on the second floor moving things , when you go to check on it there's no one there. This noise is constant as soon as you leave the floor the noise starts up again. 

The management has no comment on the situation we have had three mediums visit us to explain what the problem is. During the buildings construction, two construction workers died. One in the spa and one at the health club. Ever since, the situation started. 

If anyone is interested in visiting this beautiful property ask for Fred, he is in security and would be very happy to comment on this case. He has been working there since construction began on this property."
760,The Woman from the 1800s,United States,Tennessee,Apparitions / Voices / Touches,"I have experienced a lot of paranormal activities, but this one happened to me the other day and I thought I would share it with you guys. Me and my friend were just wanting something to do and since we like ghosts, he suggested we just walk through the cemetery. I have been there numerous times and have never witnessed anything unusual. As we were walking, I started hearing this low woman voice in my head, so I immediately stopped walking. My friend was saying ""what's wrong"" but I was trying to listen to the woman. She said her name was georgia and she had died in the 1860s and that her grave was on the other side of the cemetery. After that the voices stopped. Then I told him what was going on we looked for the grave until I came upon a plaque in the ground. We tried to dust it off and make out the letters and it said Georgia Ann born 1821, died in 1860, we were so scared, after that we left.

I don't know why she tried to contact me . If you guys could give me any info on what or why you think she could have wanted, please email me or leave a comment thanks."
761,The Car,United States,Ohio,Haunted Places,"When I was only eight years old, I saw my first ghost. I lived in a city in southern Ohio. Across the alley from the back of our house was an old shed. It seemed to be used for storage of the abandoned old house in front of it. Curious children wanted to know what was in there. My sister, two years older than I, and a neighbor boy of about the same age, and myself decided to check out the contents of this shed. We had entered it several times. Nosing through old boxes of books and dishes. Just normal storage stuff, other than the small bed in the corner which had linens and blankets. Also there was an old car with step sides and a wind shield that cranked out. We thought it strange that sometimes the bed would be made neatly and other times it would be as though someone had slept there. We thought maybe someone else was sneaking in here also.

Then the day came when my sister and I decided to step up on the side step of the car and look in. There in the back seat, we both saw a lady lying across the entire seat. Quickly we got down from the step side. We hesitated but did peak one more time to see if the lady was still there. She was not. We told our mother and she replied ""it's only your imagination"". I've never been convinced of that since my sister and I both saw this at the same time.

Twenty years later, I ask my sister if she remembered the car in the building, and she replied ""yes and the lady in it""."
762,Ms. Unknown,United States,Massachusetts,Old Hags / Night Attacks / Sleep Paralysis,"I'm only eleven and have already encountered a ghost. I go to my grandmother's house a lot and see ""things"". There used to be this rocking chair in the living room that every time at 2am, something would be rocking this chair. My grand mother is very religious and she can tell (by the coldness) when a ghost is near.

My favorite cousin, Annabell, and I, snuck out at almost 1:30 am to the living room we waited to see, but we never saw anything. Annabell got so tired, she went to bed. I stood there awake, forcing myself to stay awake (I'm fascinated by ghosts. Every day I come home, I go read the ghost stories on the computer, I would do any thing to see a real ghost). At 2:00am, I nearly got sat on. I thought it was my sister (she wakes up every night to go pee) but it was a lot heavier. I couldn't breath. When the weight decreased, I jumped up to see who it was. All I saw was a figure, it looked like a young woman.

The next morning I told Annabell about my encounter. She thought I was lying because she said I was a great actress. That was until my other cousin told me about a women who died in that house and owned that rocking chair. That cousin encountered the same ghost but it was when she went to brush her teeth and the ghost came through her bathroom door. As soon as she screamed, my grand mother came rushing I'll never forget that day, 5/30/03."
763,The Sandra Wooding-Limon Story: A Story of a Haunting in Bakersfield,United States,California,Haunted Places,"As I sit here pondering if there is life after death. I can only assume, there must be an afterlife. Einstein came up with the sound theory that E = MC2. Energy can be converted into matter and matter can be converted into energy. Energy is a substance that cannot be destroyed. All information from energy is sustained for eternity. On one web site, called ""Ask a Rocket Scientist"", I asked if Earth were to be sucked up into a black hole, would that mean that all information on the existence of mankind would be destroyed? The history of Earth would be gone? The answer from the rocket scientist was 'no'. Due to the fact that energy cannot be destroyed, it can be altered, but not destroyed. So all of the tidbits of a scathing email that you wanted to send to your boss, you deleted it from your computer, but it still exists in the vastness of cyberspace. On the quantum level we are all energy creatures. Break us down to atoms and on the quantum level I would be able to place my hand right through your body and out again. Henceforth, in Star Trek we see the scattering of our atoms through a teleporter and reappear again intact with Capt. Kirk ready for battle. So, if our matter bodies have intelligence, then why can't a pure energy being have intelligence? Why couldn't the aura that surrounds our body consume the intelligence that our physical corporal body has? When we die, the aura leaves our body. The aura is our soul. A soul that may decide to follow the light into the next realm. An energy realm, we may call it heaven, we may call it hell. Or a soul that refuses to go into the light and remains on Earth, with unfinished business to attend to. We call this a haunting.

As a writer, I am a conduit for people to tell their stories. I listen, I make the decision that a story will become immortalized through my writings. On a particular night at Cache Creek Casino, at Club 88, a woman by the name of Sandra Wooding-Limon asked for me to write a story of a haunting that happened to her. A haunting that she can't get out of her mind. As we talked during the music that the band Masterpiece was playing, songs like ""Body Talk by The Deele"", ""Chase Me by Confunkshun"" and ""Good Times by Chic..."" She was familiar with my paranormal investigations via H.P.I. (Haunted and Paranormal Investigations) of Northern California. This is the story she relates to me:

 At the age of 7, she lived in a home in Bakersfield, California, off a street called Bel Torres. Her home was situated across the street from the neighborhood park. The home was not elaborate like the Amityville Horror home, it was a simple 3 bedroom house. There she lived with her brothers and sisters, her mother and stepfather. When she first moved into this home, she was automatically scared of this house. When she moved in, she felt this eerie feeling. Night after night, she felt a presence as she tried to sleep in her bed. She felt someone was standing over her bedside. As the hauntings continued, her bed covers would be thrown off of her. This was too much for a little Sandra, she insisted to have a night light on. She had a harder time falling asleep. She would be afraid to sleep. She would see shadows walking near the hallway and across her bedroom. The entity or entities seemed focus on her. While she felt the hauntings, her sister, age 6 was not disturbed and would sleep soundly, while all the while she was being terrified by this unseen force. When the TV was on, the walking shadows seemed to make their presence known even more. The doors would move on their own accord and the cabinets would open and close on their own. One night, she turned around and the rocking chair kept rocking on its own. This was too much for Sandra. Her family knew that Sandra was going through these traumatic disturbances and after one year, the family decided to move away. Sandra was absolutely terrified and it didn't help when she also heard on the news that the Zodiac was at large. At this young tender age, she was terrified of a hooded serial killer that was stalking his prey, that prey was 'people' and the ghosts that were in this Bakersfield home. Sandra is now an adult woman, but thoughts and memories of this home still haunt her to this very day. 

 She will never forget a particular storm that came into Bakersfield and during that night the hauntings came on very strong, her bed covers were taken off of her, the shadows on the walls were everywhere and the cabinets kept slamming open and shut during the storm. Not too long after the storm is when her family decided enough was enough. It was time to move. After having this experience and moving away from the house in Bakersfield, she was terrified to go to her grandfather's house. She didn't know if the house was haunted, but it seemed to be haunted. Her grandmother died in the house and her grandfather would have a shrine that included lit candles and many patron Catholic saints near and around the lit candles. This in itself was spooky. She related to me that her grandfather always kept the house dark, she would hear things move around in the house, when there was no one there. Her aunt lived in her grandfather's house. Her aunt was strange, she was into the gothic lifestyle and had black lights, psychedelic paraphernalia in her dark bedroom. Sandra now strives to seek out the positive, she likes a lot of lights, she avoids the darkness. This childhood experience has effected her life to this very day.

Sandra due to the nightmares of her childhood experiences once consulted with a now defunct paranormal group called S.P.I.T. (Stockton Paranormal Investigation Team), but didn't feel satisfied with their counseling. She feels if her story is told, it may eliminate the inner demons of her traumatic childhood experience. Good luck Sandra, your story is now told.

As I close this story, I only wonder if spirits may use the writings of others as their conduit to tell their story. Once in Rolling Stone Magazine, there was an article on the fact that Jim Morrison of the Doors had appeared to many people after his death. Well, this story wouldn't have phased me, except for the fact that my first wife Karen Jean Walker/Caruso had related to me that she sat on a couch with Jim Morrison. Jim told her to accept life and embrace it. Of course this was the spirit of Jim Morrison, because Jim Morrison had died years ago. When Karen told me this story I laughed. When I read the Rolling Stone article, I almost fell out of my chair. Could Karen be telling the truth? In 1999, I had a dream that I saw my mother, who died in 1987. In this dream, my mother had a strange looking man sitting behind her with glasses and a brief case. My mother told me to tell the story of my father's connection to Mickey Cohen, a well known gangster with ties to Bugsy Siegel. Behind her the man standing behind her said: ""Please tell the story..."" I never told the story, until now. My father a former tax investigator opened up a case that was pending since the 1950s. The reason it was pending is that the government accountant investigating the case was killed by the mob for trying to collect on State taxes. My father who just handled a case in collecting State taxes from the Church of Scientology, that also owed federal taxes to the IRS, took the challenge of reopening this case. When meeting the mob in Los Angeles via a corporation that they owned, the mobsters took my father out to dinner and wrote him a check. It was an easy collection of State taxes owed, but a government accountant in the 50s lost his life over this matter. Perhaps the deceased accountant didn't want his life to be forgotten and consulted my mother to tell his story? I don't know. I don't know if my over active mind created this appearance of my mother and the strange man behind her. Was that strange man behind her the accountant? Then why didn't he tell me his name? Or does he feel confident that anyone looking into this story, will discover his name and complete the history of his encounter with the mob. Perhaps I am the conduit for living people and deceased people to tell their unfinished stories. I am here. I am listening.

Paul Dale Roberts, Freelance Writer

www.jazmaonline.com

5606 Moonlight Way

Elk Grove, CA 95758

JazmaPika [at] cs [dot] com

916 203 7503"
766,Cigarette Fumble,United States,Michigan,Family / Friends Visits,"During the time between my grandmother's passing and my grandfather's passing, whenever I would smoke a cigarette, the cigarette would start to shake as if someone were trying to push it out of my hand, my grandmother never liked the fact that my dad smoked, and I think it may have been her way of telling me not to smoke, even to this day (well over a year since my grandfather's passing). Sometimes when I am smoking, my cigarette seems to be snatched from me hand and dropped.

I'm not sure if it my grandparents telling me not to smoke, or if it is all in my head, and me thinking that it is them. Well tell me what you think. I would love to talk to my grandparents, but I really don't like using ouija boards, because of something that happened to me about 4 or 5 years ago.

Thank you for reading, and I might be giving updates, and I will soon be posting my past events with the ouija board.

Feel free to comment, or e-mail me at: wwffan25 [at] aol [dot] com

Tricia"
767,Demon in the Sky,United States,Indiana,Ouija Board / Seances,"On Oct 31st, 2004, on Halloween, me and my friends (josh, ryan, and jacob) decided to go out at midnight to play the ouija board on an upside down pentagram. So late that night, we all snuck out and met up at the park entrance. It was a full moon out so we didn't need candles or anything. We sat the board on top of the pentagram and in less than a second, without any of us asking it any thing, it spelled out ""i can see you"". So as stupid as we were, we would make fun of him (calling him name, provoking him, things like that).

It continued on ""I can see you, I can see you, I can see you..."" Then all the sudden it stopped. We went kind of slow and the ouija board spelled out ""stand up and look at me"". So taking this as a joke to scare us, we stood up to take a look. When we did, not to far in the distance, stood a kind of tall man in the shadows but you could still make him out (not like any ghost I have ever seen). But I yelled ""HELLO... HELLOOO..."" but no answer, then he was gone faster than i can blink my eyes! Right after that, we all started to try and apologize.

It was no use, we had messed around with something we didn't know. Now it was his turn. This demon was now spelling out ""look up"", when we did, the moon blanked out for a split second as if something just flew over it. We were flipping out! Josh and Jacob screaming ""What the f*ck!"". I grabbed my ouija board and I was like ""let's get the hell out of here!"" Just then, something swooped down and hit a very very very near tree. When it hit, leaves were falling and a few small limbs. I don't think I have ever ran that fast in my life! We got back to my house as fast as we could and spent the rest of the night looking up.

I was 13 then and I'm 17 now, that story still makes me say ""no frickin way!"". I know how weird it sounds but this really happened to me and my friends. They still play around with the ouija board and still pisses it off but we will always remember that one night."
769,My Old Father is Seeing Ghosts,United States,Massachusetts,Psychic / Medium,"Looking for someone who may have experience with something like this. My father is 80 years old and has started seeing multiple ghosts in his apartment. When he goes to my sister's house, he sees different ghosts there. But always the same ones. Obviously everyone thinks he is crazy but I don't believe he is.

My father had a full physical, brain scan, testing for strokes etc. Etc. All came back normal. He is old but in great shape. He is very specific about what they look like. Even down to hair color and color of shirts and coats they wear. He said they very rarely will look at him. They do not look him in the eyes. They never talk. They will just walk around and sit on the couch, etc. 

He said when he throws holy water around the room - they disappear. Today he told me he yelled at one and told it to leave and it ran past him and he said he felt the breeze as if someone had moved past him. It is very sad to listen to him. He keeps saying he is not crazy. He really sees them. He doesn't know what to do and is very scared. No one believes him and keep saying he needs to see a psychiatrist.

Anyone every hear of something like this?"
770,Evil Presence,United States,Washington,Demons / Possessions / Exorcisms,"I'm am 16 years old and I live in algona, washington. I recently moved into an apartment with my dad, my sister and my brother. My sister and I share a bedroom. One night, my sister told me that she knows how to contact the dead. I was a little freaked out, but I wanted to try it. I said that we should contact our great grandma who died in 2001. So we did, we began asking her questions, like ""are you at peace, are you disappointed in us, are you in heaven, are you happy"". The only positive answer was she's not disappointed. She was not at peace, not in heaven, and not happy, she's stuck on earth. We felt like she was there to protect out  our family.

Since I moved in, I have felt a presence, not a good one, I am always on edge and I always feel like I'm being watched. My sister said she felt like our grandma wanted us to break the chain (we were holding hands), she looked very scared, so we did. We felt like there was something evil in out room. We sat with the lights on for about and hour before deciding to go to bed. We turned out the lights and soon felt the presence again, only, it felt more evil. We sat with our eyes closed, we did not want to see it. But I did anyway, I had a vision in my head of a tall dark menacing figure standing near my bed, staring at us. I asked her to turn on the light and she said no, she felt like it was a demon. Spirits can't do anything to you but demons can. We began to say the lord's prayer and pray in tongues. The presence went away and we turned on the lights.

I still feel it, not as prominently as that night, but its still there."
771,Queen Mary Paranormal Tour,United States,California,Ghost Tours & Haunted Hotels,"In October 2006, my 9 year-old son and I accompanied my good friend Chris to Los Angeles to pick up a travel visa for his upcoming trip abroad. Since the visit in the office was very short, we had extra time to kill before heading back home (a couple of hours away). We decided to do something fun, so using his cool GPS system in his rental car, we looked up attractions in the area and saw the Long Beach Aquarium and agreed to go there. 

As soon as we were in sight of the aquarium, I changed my mind about going there as soon as I saw the Queen Mary just across the water. It was a magnificent sight! I had seen a documentary about the Queen Mary on television which chronicled its ghostly history. It didn't take much to talk Chris into changing direction and at least stopping by for a quick tour. My son was a little terrified to go there as soon as I mentioned it being haunted, but he would prove to be a good sport on our trip.

We parked and headed into the Queen Mary, it was the first ship of that size that I had ever been on. The Queen Mary was not just a tourist stop, but also a hotel. We ventured into the lobby and saw a schedule of events. We were there on a Thursday, which was one of three days of the week that offers a ""Paranormal Ship Walk Tour"". We got there a little after 4 p.m. And the tour wouldn't start until 8 p.m. On a whim, we decided to spend the night there at the Queen Mary and buy tickets to the tour (they were $50 a pop, but well worth the cost!). It was a highly detailed tour which lasted a little over two hours.

We went to do a little shopping in Long Beach (as we were so totally unprepared for an overnight stay) and grab some dinner at Bubba Gump Shrimp Factory. We came back at about half past 7 pm, checked into our room and waited in the lobby for our host, rather a ""paranormal host"" by the name of Erika Frost.

She was a petite and pretty lady. She'd been a psychic since a near death experience when she was younger. Since then, she says she's had the ability to communicate with spirits.

There were about 15 people in our group, including Ms. Frost and her two assistants. My son was the youngest in the group, there were two teenagers, and the rest of us were adults. We each received a flashlight and a compass to carry with us during the tour. Luckily for me, I happened to bring my digital camera. We started the tour with my son glued to my hip.

In one of the first rooms we entered, I had a scene flash in my mind. In this room, I saw a lot of tables, like a cafeteria. When the scene passed and I was able to take a good look at the room, it was dark and dusty and crammed with old furniture, it was essentially a large storage room. Within a few moments, Ms. Frost explained that the room had been a lunch room long ago. Wow! How about that? A small chill ran up my back, this was going to an awesome tour, I could already tell!

A few minutes later we entered a larger room. It was in this room that you could hear voices saying ""HELP ME!"" You had to really pay attention to hear it. The voices sounded almost mechanical and it was difficult to tell where they were coming from. It was kind of creepy, but it didn't make me get chills or anything. Ms. Frost said that some tours are really dull with inactivity, but she said that this night was especially noisy because we could all hear the voices in any place we stood in that large room.

A while later, we entered the 1st class swimming pool area, the ""hottest"" place on the ship as far as ghostly activity was concerned. If I remember correctly, young woman was killed in the swimming locker room (which is considered to be a vortex to another dimension or something). The other story I more vividly remember is of a little girl named Jackie who actually drowned in the 2nd class swimming pool, but prefers to haunt the 1st class pool instead. Smart kid! 

By the way, there is a ghost cam that is on 24/7 in the swimming pool area. On occasion from my home computer, I can see strange shadows lurking on the cam.

It is in the 1st class swimming pool area that the meat of my story lies. Now, before I tell you, I have to say that if Agent Scully and Agent Mulder had a daughter, then it would probably be me. I love to believe in the paranormal, but I tend to find rational explanations for the unknown because I like to believe that I'm a fairly level headed person. Now, on with my story. Ms. Foster brought along a couple of divining rods, like what someone would use to search for underground water. She asked for a volunteer and no one offered. Oh what the heck! So I stepped up. I had no idea what she was going to do until after I had taken the divining rods from her. She showed me how to hold the rods on my hands and I stood there for her instructions. She told the group that she was going to call Jackie, who was a very playful spirit. Oh boy, I didn't expect this! But, I thought I'd be a good sport and play along. Everyone was quiet (even my son, which was so unlike him, ha ha ha).

I held on to the rods and waited for something to happen as Ms. Foster called out to Jackie. Nothing was happening. I must have held those rods for a good couple of minutes before I felt a tingle. It was just a slight tingle and it made the divining rods turn slightly but, then it went away. Ms. Foster was going to end the session and move to another room when my son started calling Jackie. He was really excited, he really wanted something to happen. Just then, after he'd enthusiastically called out to Jackie several times the tingle sensation came back. The sensation began to envelope me. It didn't start in any one particular location, I felt it in my feet, in my stomach, in my head. It was like butterflies fluttering in my body, it was like a gush of warm wind, it was like a blob of energy, it was breathtaking, it was like being lifted in the air. It was the oddest thing I've ever felt. I tried to keep calm in front of everyone, but couldn't help gasp a time or two in complete amazement. I was so involved in this experience that I didn't realize that I had closed my eyes. I opened them and saw the divining rods spinning around my hand. I kept my hands as calm as they could be considering the momentum that was building within me. The experience must have lasted only a couple of minutes, once it began to subside, the divining rods slowed and eventually stopped. Ms. Foster and the group were really surprised at what had happened. Chris was pretty concerned at my reaction, he kept asking me if I was OK. Ms. Foster had said that not too many people were open enough to have this happen to them. My son was so excited, he was just having fun with it all. I really can't explain what that sensation could have been (I believe in Jinns, not ghosts/spirits of dead people), but I wasn't scared at all. What I felt was in no way evil.

Just before we finished the tour, we had another session with the divining rods at another hot spot. I seemed to have added the much needed spice to our tour, because this time there were several volunteers. Unfortunately, the divining rods didn't really move for anyone else. However, all of our compasses were acting crazy.

I took many pictures during the tour, and I noticed a good number of ORBS in them. I would take one picture twice, one right after the other and notice that the first had no ORBS, and the second one had ORBS. This was really interesting to see and I freaked out a lot of my friends when I showed them the pictures. However, I have read that a rational explanation for ORBS, that they are just dust particles that have a reflection on them, via the flash of the camera. Hmmm.

Last by not least, after the tour we retired to our room. As Chris was kind enough to go fetch a pail of ice for me, my son and I said our prayers together in our bed in the corner of the room. A minute or two into our prayers, we heard a loud bang on the inside of the closet. The closet was one of those large bureaus the laid against the wall. The sound was so loud that I expected the closet doors to fly open. It scared the snot out of us and definitely interrupted our prayers. My son let out a slight gasp and I told him to continue with the prayer. We did, and only a few seconds later we heard another crash that sounded like someone throwing an object on top of the dresser filled with small ceramic objects. The top of the dresser was actually empty of anything that could have made all that racket, in fact, I had laid our clothes, neatly folded, on it. The dresser was in the other corner of the room near the foot of our bed. Nothing that we could see could have made that noise in that location. I seriously doubt that we had thin walls and were just hearing our neighbors. We finished our prayers and a few minutes later Chris came back. The rest of the night was uneventful, although I had a dream that Jackie was calling me to play with her. The next morning, I took some pictures of our room. There was an ORB floating above the head of the bed that my son and I slept on.

I think I definitely received my $$$ worth during that trip."
778,Huge Black Figure,United States,Washington,Apparitions / Voices / Touches,"I am 23 now, this occurred when I was 16. I lived at my parents house, about 12 miles or so from where I live now. From the time I was a child until now, I always read myself to sleep. This night was no exception. I had been reading by lava lamp (since its a dim light that makes it easy to fall asleep). When I was reading, the TV was on in the living room, and lights were on around 11: 00 pm. I fell asleep, as usual, with a book and my lamp still on. Now, at this time my bedroom door was broken and a brick was in front of it so that if someone walked by it wouldn't blow open. This is important.

What must have been a few hours later, I was woken up to the sound of my door opening. The brick made a swooshing noise across the carpet. I opened my eyes just enough to see who was there and at first, seeing as how I was totally asleep, I couldn't understand who I was staring at. However, there was a dark figure in my doorway. I noticed that the house was completely dark and quiet, so my entire family must have gone to bed. As well, it must have been very late because my parents wouldn't turn off the TV and go to bed until after waking up very late and realizing they should go up to bed.

Remember, my lava lamp was on because I had fallen asleep with it on and my book was on my lap. However, the figure was completely black. My lava lamp illuminated my entire room and if standing in the doorway, the front of the person should have been completely visible. Also, behind the person in the ceiling is a skylight, so the back was lit up as well. The figure was still totally black, blacker than anything else in the house.

He was huge. It was a standard size doorway but he reached up the full height and filled the entire frame. Much larger than my father or brother. His hand was on the doorknob and he was breathing very hard as though he was very angry or totally out of breath. I could hear him breathing, and he appeared to be staring at me.

Now, I know I wasn't asleep. I had come full awake at this time and though I wasn't at all paralyzed, I didn't move. I am aware of my consciousness because my arm was off the side of the bed and cold from the air from being there probably since I fell asleep. I was also doing a trick so that I could see without anyone realizing I am awake (a way of looking out your lashes, it was engrained in me since I have an older brother who used to sneak in my room and take things when I was asleep...)

For some reason I wasn't scared at all, just completely calm as if there was no reason to feel anything about him. I fell back asleep with him still standing there, breathing hard, and didn't wake up again until morning. 

When I woke up I instantly thought about him - now this couldn't have been a dream because on average people have 6 - 8 dreams a night, if this were very late and I woke up when it was light out, I would have had another dream about forgotten about that one by time I woke up.

Now, the scary part that really cemented the fact that it was not a dream, was that when I got out of bed to go into the rest of the house my door was closed, but the brick was pushed back as though the door was opened, and then closed again.

My parents mentioned nothing of a door being unlocked, or a window open, and if someone like that had broken into the house, and come into my room, they would have never simply looked at me and left...

Anyway, it's not the only experience at my house. All my childhood I heard a voice with no gender call myself or my mother. My mother has seen and felt my uncle that died when I was a child, etc... But this was the only time I looked straight at any type of ghost or spirit in the house.

Thanks for reading."
781,My Own Poltergeist,United States,Colorado,Poltergeists / Physical Manifestations,"This experience is not for the ones who are scared of ghosts. I was a teen, and my mom and I got into an argument. I told her not to close my door and turn out the light. She does it anyways. I am sitting under my blanket, and all of a sudden, it flies off of me. I pull it back on, and something hits my face. My little brother, 12 at the time, came in and asked me if I was ok. I was screaming. He took a look at my face. The right side was a maroon hand print, twice the size of mine. He got my mom. She said to cut out the crap. The next day in my algebra class, I was set up against the wall in my desk. I felt something breathing on my neck. I looked above me, and the air vent was on the other side of the room. That night, I fell asleep.

At 1:00 am, I woke up feeling very cold. I opened my eyes, and could see my breath. Next thing I knew, my favorite stuffed animal was grabbed out of my arms. I started crying. Next thing I knew, my arms were being scratched by a fork. How the fork got up there I don't know. I wore a jacket to color guard next day, and the scratches that bled profusely the night before went away, no trace of scabs.

The next night, I was sleeping, and at the same time the night before, I felt cold. Again I could see my breath. I looked next to me, and saw a long imprint in my bed. I put the blanket over my head, and it flew off. Then, my ""figure"" started to flip my hair. I checked out a lot of books, and they were all coincidental to me. For example, poltergeists usually revolve around one person. Second, they usually occur between the age of 10-20. Lastly, the person it occurs to is usually either sad or angry. I was both..."
